"","text","score","polarity"
"580","  memangnya motogp sdh dilaksanakan  mandalika ya om  mengkritisi  tp mbok ya   kuran",-2,"Negatif"
"581"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"582"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"583","  memangnya motogp sdh dilaksanakan  mandalika ya om  mengkritisi  tp mbok ya   kuran",-2,"Negatif"
"584"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"585"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"586"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"587"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"588","jelang motogp  pengelola sirkuit mandalika  rencana peningkatan fasilitas balap  ",1,"Positif"
"589"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"590"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"591","kualitas sirkuit mandalika diakui pembalap  kru tim worldsbk  ",1,"Positif"
"592"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"593","   salah  foto terbaik    pameran   foto  presiden    mengendarai sep",0,"Netral"
"594","    kajian  sirkuit fe gk  pembuatan sirkuit fe jg gk la ",0,"Netral"
"595"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"596"," halo     salam  tuan rumah motogp  nih  eits    sirkuit kelas internasio",1,"Positif"
"597","halo     salam  tuan rumah motogp  nih  eits    sirkuit kelas inter ",1,"Positif"
"598"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"599","jadwal tes motogp   sirkuit mandalika indonesia ducati kejar gelar  hilang   ",-1,"Negatif"
"600","sandiaga uno favoritkan foto presiden jokowi  motor  sirkuit mandalika memiliki makna   ",0,"Netral"
"601"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"602"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"603"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"604"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"605"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"606"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"607"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"608"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"609"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"610","  memangnya motogp sdh dilaksanakan  mandalika ya om  mengkritisi  tp mbok ya   kuran",-2,"Negatif"
"611","     ya ampuunm ebong lo  formula e  pake si ",-1,"Negatif"
"612"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"613"," sirkuit mandalika   dampak ekonomi  langsung   langsung  penerimaan ",-1,"Negatif"
"614"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"615"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"616"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"617"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"618"," baca nih wartawan sontoloyo  ",-1,"Negatif"
"619","baca nih wartawan sontoloyo   ",-1,"Negatif"
"620"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"621"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"622"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"623"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"624"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"625"," tatap motogp  wsbk  sirkuit mandalika kejar homologasi ",0,"Netral"
"626"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"627"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"628"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"629"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"630"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"631","sandiaga uno favoritkan foto presiden jokowi  motor  sirkuit mandalika memiliki makna   ",0,"Netral"
"632","beruntung banget fans persija  nonton  pekan tim kesayangan main  jis   seiri  bersyukur ",2,"Positif"
"633","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"634","jelang event motogp   sarana  prasarana sirkuit mandalika  dikebut pengerjaannya ",0,"Netral"
"635"," bukti kepercayaan dorna sports  kesiapan sirkuit pertamina mandalika ",1,"Positif"
"636","sambut balapan  sirkuit mandalika mgpa  rilis harga tiket motogp indonesia   ",0,"Netral"
"637","sambut balapan  sirkuit mandalika mgpa  rilis harga tiket motogp indonesia   ",0,"Netral"
"638","  suruh  pelototi jl bypass  sirkuit mandalika yg   diresmikan  jokowi ",0,"Netral"
"639","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"640","  memangnya motogp sdh dilaksanakan  mandalika ya om  mengkritisi  tp mbok ya   kuran",-2,"Negatif"
"641","  memangnya motogp sdh dilaksanakan  mandalika ya om  mengkritisi  tp mbok ya   kuran",-2,"Negatif"
"642"," millennials  kepergok mencopet penonton wsbk  sirkuit mandalika rekam jejak ayahibuanak kriminal  unik  ter",-1,"Negatif"
"643"," suruh  pelototi jl bypass  sirkuit mandalika yg   diresmikan  jokowi ",0,"Netral"
"644","lapor  presiden  akses sirkuit mandalika  bandara dirusak warga yg laganya  diganti rugi laporan selesai",-1,"Negatif"
"645"," persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   htt",-1,"Negatif"
"646","jelang motogp   upgrade sirkuit mandalika ",0,"Netral"
"647","jelang motogp indonesia  pengelola sirkuit mandalika fokus      ",0,"Netral"
"648","   semoga fasilitas utama  pendukung sirkuit mandalika selesai disempurnakandan ",2,"Positif"
"649","kelengkapan sarana  mandalika  ditingkatkan ",0,"Netral"
"650","  memangnya motogp sdh dilaksanakan  mandalika ya om  mengkritisi  tp mbok ya   kuran",-2,"Negatif"
"651"," alhamdulillah semoga   lg dampak ekonomi  pembangunan sirkuit mandalika  lombok",2,"Positif"
"652","  memangnya motogp sdh dilaksanakan  mandalika ya om  mengkritisi  tp mbok ya   kuran",-2,"Negatif"
"653","  dikoreksi    salah   thn  sirkuit mandalika msh pemadatan tanah mbambang kaco  ",-1,"Negatif"
"654","situasi terkini sirkuit mandalika",0,"Netral"
"655","         sirkuit mandalika  ga ",0,"Netral"
"656","   menyaksikan langsung pembalappembalap dunia berlaga   mata  negeri     sirkuit mandalika",-2,"Negatif"
"657"," memangnya motogp sdh dilaksanakan  mandalika ya om  mengkritisi  tp mbok ya   ",-2,"Negatif"
"658"," sdh sebulan gak liat twetnya gw kirain habis ngasah ilmu    ogeb mending diam  ",1,"Positif"
"659","bos ducati  tes pramusim  sirkuit mandalika  faktor  jelang motogp   ",0,"Netral"
"660","  pembalap   merasakan  ngarit  tengahtengah sirkuit mandalika lombok indones",0,"Netral"
"661","warga tembilahan  bawa motor kek   sirkuit mandalika njir",0,"Netral"
"662","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"663","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"664","  bilang kalo jakpro  pake sirkuit mandalika ",0,"Netral"
"665"," jam misi menghasut  pergi  lombok  liat gili trawangan  sirkuit mandalika   udah kaya ambassa ",-2,"Negatif"
"666","  sejatinya org yg  mjd presiden  mrk yg  berpikir scr nasionalapapun yg  utk kep",-1,"Negatif"
"667","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"668","  salah  foto terbaik    pameran   foto  presiden    menge ",0,"Netral"
"669","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"670","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"671","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"672","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"673"," world superbike wsbk sirkuit mandalika  menggelar ajang motogp       ",0,"Netral"
"674"," sirkuit mandalika  berbenah penuhi syarat homologasi motogp ",0,"Netral"
"675","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"676","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"677","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"678","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"679","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"680"," alhamdulillah semoga   lg dampak ekonomi  pembangunan sirkuit mandalika  lombok",2,"Positif"
"681","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"682","sirkuit mandalika  berbenah  penuhi syarat homologasi motogp by  news  arenanews ",0,"Netral"
"683","sirkuit mandalika  berbenah  penuhi syarat homologasi motogp by  news  arenanews ",0,"Netral"
"684","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"685","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"686"," alhamdulillah semoga   lg dampak ekonomi  pembangunan sirkuit mandalika  lombok",2,"Positif"
"687","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"688","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"689","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"690","  hidup cebong   kunjung bayar lahan kawasan sirkuit mandalika dipagari pohon  wa ",2,"Positif"
"691","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"692","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"693","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"694","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"695","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"696","  dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  sekedar pencit",-1,"Negatif"
"697"," dampak ekonomi yg  hasilkan dr sirkuit mandalika krn mmg  bangun dg perencanaan jangka pjg bkn  seke ",-1,"Negatif"
"698"," alhamdulillah semoga   lg dampak ekonomi  pembangunan sirkuit mandalika  lombok",2,"Positif"
"699"," alhamdulillah semoga   lg dampak ekonomi  pembangunan sirkuit mandalika  lombok",2,"Positif"
"700","alhamdulillah semoga   lg dampak ekonomi  pembangunan sirkuit mandalika  lombok ",2,"Positif"
"701"," mandalika sirkuit kebanggaan bangsa   dijaga  citranya pasca wsbk    kejadian konyol",1,"Positif"
"702"," selamat pagi happy halloween   yg keep schedule expolombok mandalika  sirkuit kebanggaan  mandalika",3,"Positif"
"703"," selamat pagi happy halloween   yg keep schedule expolombok mandalika  sirkuit kebanggaan  mandalika",3,"Positif"
"704"," selamat pagi happy halloween   yg keep schedule expolombok mandalika  sirkuit kebanggaan  mandalika",3,"Positif"
"705"," selamat pagi happy halloween   yg keep schedule expolombok mandalika  sirkuit kebanggaan  mandalika",3,"Positif"
"706"," selamat pagi happy halloween   yg keep schedule expolombok mandalika  sirkuit kebanggaan  mandalika",3,"Positif"
"707"," selamat pagi happy halloween   yg keep schedule expolombok mandalika  sirkuit kebanggaan  mandalika",3,"Positif"
"708"," selamat pagi happy halloween   yg keep schedule expolombok mandalika  sirkuit kebanggaan  mandalika",3,"Positif"
"709"," sejatinya org yg  mjd presiden  mrk yg  berpikir scr nasionalapapun yg  utk ",-1,"Negatif"
"710"," kejadian mistis  sirkuit mandalika ",-1,"Negatif"
"711","  sirkuit mandalika mangkraksebutkan dimana mangkraknya  ",0,"Netral"
"712","  skr liat sirkuit mandalika nasibnya jdi  sirkuit mangkrak",0,"Netral"
"713","bikin pebalap puas sirkuit mandalika dibilang  jerez  assen ",1,"Positif"
"714","itdc tingkatkan kelengkapan penyelenggaraan balapan  sarana  prasarana pendukung pertamina mandalika intern ",0,"Netral"
"715","jelang motogp  itdc perbaiki saluran drainase sirkuit mandalika  ",0,"Netral"
"716","  gelar motogp   mandalika kebut kelengkapan sirkuit ",0,"Netral"
"717","   menyaksikan langsung pembalappembalap dunia berlaga   mata  negeri     sirkuit mandalika",-2,"Negatif"
"718"," gelar motogp   mandalika kebut kelengkapan sirkuit ",0,"Netral"
"719","            ruang promosi  produkproduk umkm  sirkuit",0,"Netral"
"720","   menyaksikan langsung pembalappembalap dunia berlaga   mata  negeri     sirkuit mandalika",-2,"Negatif"
"721","formula k    kadrun bertemu      tdk  bentuknya    dijadikan sirk ",0,"Netral"
"722","peningkatan kelengkapan penyelenggaraan balapan    memenuhi syarat homologasi penyelenggar ",2,"Positif"
"723","    plus  sirkuit mandalika",0,"Netral"
"724","  oh  bermasalah  pembebasan lahan tanah  kejadian  sirkuit mandalika ",-1,"Negatif"
"725","   sirkuit fe   min  numpang  tmpt   mandalika lombok",0,"Netral"
"726","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"727"," november  pembalap pata yamaha toprak razgatlioglu menuai sensasi  tanah air  sukses merengkuh g ",1,"Positif"
"728","persiapan event internasional  terancam  optimal  kurangnya likuiditas itdc akibat pandemi covid   ",-1,"Negatif"
"729","  ajang motogp    digelar   seri angka      motogp digelar ",0,"Netral"
"730","sirkuit mandalika layak  formula   fia ",1,"Positif"
"731","    gubernur tolol    penghargaan     ne ",0,"Netral"
"732","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"733"," millennials  kepergok mencopet penonton wsbk  sirkuit mandalika rekam jejak ayahibuanak kriminal  unik  ter",-1,"Negatif"
"734","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"735"," sirkuit mandalika  berbenah  penuhi persyaratan motogp ",1,"Positif"
"736"," sirkuit mandalika  berbenah  penuhi persyaratan motogp ",1,"Positif"
"737"," masuk  kalender balap world 
superbike wsbk   digelar   
november  sirkuit man ",1,"Positif"
"738","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"739","sirkuit mandalika  berbenah  penuhi persyaratan motogp ",1,"Positif"
"740","    sirkuit mandalika yg  viral ya vidio lucu  kusus  anis yg kenak prenk ",-1,"Negatif"
"741","penuhi syarat homologasi motogp  sirkuit mandalika  berbenah  ",0,"Netral"
"742","sirkuit mandalika  berbenah  penuhi persyaratan motogp  ",1,"Positif"
"743","    sirkuit internasional kebanggaan indonesia   nama resmi  pertamina mandalika internasional street",2,"Positif"
"744"," jalan bypass penghubung bandara  sirkuit mandalika dibongkar warga ",0,"Netral"
"745","sirkuit mandalika  berbenah  penuhi persyaratan motogp ",1,"Positif"
"746"," sirkuit mandalika  berbenah  penuhi persyaratan motogp ",1,"Positif"
"747","sirkuit mandalika  berbenah  penuhi persyaratan motogp ",1,"Positif"
"748","kejar homologasi motogp kelengkapan sirkuit mandalika dikebut ",0,"Netral"
"749","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"750","mgpa  meningkatkan kelengkapan penyelenggaraan balapan  sarana  prasarana pendukung  memenuhi syar ",2,"Positif"
"751","masuk kalender motogp sirkuit mandalika  lakukanperbaikan ",1,"Positif"
"752"," jelang motogp  sirkuit mandalika  berbenah  penuhi syarat homologasi  ",0,"Netral"
"753"," jelang motogp  sirkuit mandalika  berbenah  penuhi syarat homologasi  ",0,"Netral"
"754"," jelang motogp  sirkuit mandalika  berbenah  penuhi syarat homologasi  ",0,"Netral"
"755"," jelang motogp  sirkuit mandalika  berbenah  penuhi syarat homologasi  ",0,"Netral"
"756","jelang motogp  sirkuit mandalika  berbenah  penuhi syarat homologasi  ",0,"Netral"
"757","sederet persiapan sirkuit mandalika jelang motogp  ",0,"Netral"
"758","sirkuit mandalika  berbenah  penuhi syarat homologasi motogp ",0,"Netral"
"759"," sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan layak  f",1,"Positif"
"760"," ajang motogp    digelar   seri angka      motogp digel ",0,"Netral"
"761"," ajang motogp    digelar   seri angka      motogp digel ",0,"Netral"
"762"," millennials  kepergok mencopet penonton wsbk  sirkuit mandalika rekam jejak ayahibuanak kriminal  unik  ter",-1,"Negatif"
"763"," sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan layak  f",1,"Positif"
"764"," sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan layak  f",1,"Positif"
"765"," sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan layak  f",1,"Positif"
"766"," sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan layak  f",1,"Positif"
"767"," sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan layak  f",1,"Positif"
"768"," kukira sirkuit mandalika taunya sirkuit twitter",0,"Netral"
"769","  ajang motogp    digelar   seri angka      motogp digelar ",0,"Netral"
"770","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"771"," ajang motogp    digelar   seri angka      motogp digel ",0,"Netral"
"772","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"773","        tanggapan   perampasan tanah raky ",-1,"Negatif"
"774","  semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"775"," sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan layak  f",1,"Positif"
"776"," semoga gak  komoditas politik ya    kalimat  lambat digelar  ",-1,"Negatif"
"777"," sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan layak  f",1,"Positif"
"778","sirkuit mandalika   tuan rumah penyelenggaraan ajang balap kelas dunia formula   dinyatakan laya ",0,"Netral"
"779","sirkuit mandalika layak  formula   fia    sirkuit mandalika  nusa tenggara barat  menj ",1,"Positif"
"780","sirkuit mandalika  berbenah penuhi syarat homologasi motogp ",0,"Netral"
"781","sirkuit mandalika  berbenah  penuhi syarat homologasi motogp ",0,"Netral"
"782","sirkuit mandalika layak  formula   fia ",1,"Positif"
"783","irjen fadil imran  mudahmudahan  lahir pembalap motogp  event    polda metro jaya mandalika ",0,"Netral"
"784"," disukai pebalap sirkuit mandalika  jerez  assen ",1,"Positif"
"785","disukai pebalap sirkuit mandalika  jerez  assen ",1,"Positif"
"786","jelang tes pramusim motogp itdc benahi fasilitas pendukung sirkuit mandalika  ",0,"Netral"
"787","tatap motogp  wsbk  sirkuit mandalika kejar homologasi ",0,"Netral"
"788","itdcmgpa  fokus bangun fasilitas pendukung sirkuit mandalika   ",0,"Netral"
"789"," nunggu race aja     belom jadwal race nya   sirkuit  kali aja mand ",0,"Netral"
"790"," kualitas event  ditingkatkan ",0,"Netral"
"791","kualitas event  ditingkatkan ",0,"Netral"
"792","bupati wsbk pengalaman  menyambut motogp sirkuit mandalika ",0,"Netral"
"793","sirkuit mandalika ",0,"Netral"
"794"," yg jaket habis peresmian sirkuit mandalika  langsung  yg pesan  mi pakde emang selera nya bagus sih ",-1,"Negatif"
"795"," fabio quarararo  maverick vinales gak sabar balapan  sirkuit mandalika indonesia ",1,"Positif"
"796","bupati wsbk pengalaman  menyambut motogp sirkuit mandalika ",0,"Netral"
"797","fabio quarararo  maverick vinales gak sabar balapan  sirkuit mandalika indonesia ",1,"Positif"
"798","  salah  bentuk kepuasan masyarakat  kinerja jokowi jalan bypass  sirkuit mandalika ",0,"Netral"
"799"," formula e  hrs  amdalnya  tdk bs dilepaskam dr sirkuit mandalika spy gak mubazir  keslaahan ",-1,"Negatif"
"800","ajang wolrd superbike wsbk  sirkuit mandalikayang  digelar  dijadikan  pengalaman  ajang ",0,"Netral"
"801","jadwal motogp  terbaru gp indonesia  sirkuit mandalika  seri   gp qatar  ",0,"Netral"
